Protein_Group	Genes	P_value	treatment_estimate	control_estimate	log2FC	p.adj
Q8NAV1	PRPF38A	0.136068266530649	60575.1469439338	35408.2104492188	0.77460132436017	0.235514605429625
O43181	NDUFS4	0.136186887095454	510983.257352941	726977.9140625	-0.508637498310565	0.235552775628524
P30084	ECHS1	0.136222232387001	479491.861213235	604835.8125	-0.335039622265006	0.235552775628524
Q9BTE3	MCMBP	0.136162262683791	7178.95499195772	2658.90643310547	1.43239835545347	0.235552775628524
Q6PKG0	LARP1	0.136279637322505	41555.5234375	33659.5576171875	0.303981172109489	0.235575997785305
P43007	SLC1A4	0.136548494562663	57971.032054228	34819.1823730469	0.735408410818833	0.235888515115185
Q9NP58	ABCB6	0.136525756649838	33379.6760684743	23186.6569824219	0.525612905265632	0.235888515115185
P14406	COX7A2	0.136609886700433	182679.935661765	107915.465820313	0.759403179684312	0.235918492280535
Q9HAV7	GRPEL1	0.136843036447085	25197.807078642	18111.3251953125	0.476326417756692	0.236244971397691
Q14766	LTBP1	0.13705214025294	32380.2339226218	6073.76708984375	2.41421240694326	0.236529740765142
Q9Y4W2	LAS1L	0.137425643552834	10982.9687212776	4075.47290039062	1.4298747413862	0.237097962161847
Q8TCD5	NT5C	0.138006489500531	221883.765625	181017.5078125	0.29366690517452	0.237870258769094
Q9UN86	G3BP2	0.137992528906565	65807.2396599265	56715.6650390625	0.214473604010037	0.237870258769094
Q9UPQ8	DOLK	0.137941133587732	2709.09034907117	895.298507452011	1.59575730936906	0.237870258769094
P62899	RPL31	0.138130506522123	541069.723345588	397746.296875	0.443962388740676	0.238007437580897
Q13464	ROCK1	0.138193155898496	26010.0209242877	3537.99188232422	2.87765720223489	0.238038821912618
Q8IU85	CAMK1D	0.13838505958201	16588.0887415269	4345.140625	1.93234090973202	0.238292756085126
Q6NY19	KANK3	0.138551123553755	11873.4816463695	7457.92602539063	0.670703212822536	0.238502046554456
Q13522	PPP1R1A	0.13902012399654	28204.4194335938	43409.7392578125	-0.622130750522445	0.239232510198993
Q53RD9	FBLN7	0.139288988863351	33313.052935432	8951.77587890625	1.89568059830691	0.239618212376676
Q5T6V5	C9orf64	0.13937586676263	63141.4836856618	47871.3583984375	0.399395280025909	0.239690696066583
Q9Y2G3	ATP11B	0.139995138825139	3802.20008042279	943.756164550781	2.00882051964154	0.240678420631024
Q9BVG4	PBDC1	0.140432192721663	32230.8059512868	24582.3950195313	0.390756095586334	0.241352344051956
P50914	RPL14	0.140521323118244	784774.897977941	623844	0.331091273038393	0.241428071823102
P12429	ANXA3	0.140683110661485	204216.323988971	271101.71484375	-0.408741368158552	0.241611397495425
Q9Y4A5	TRRAP	0.140718230387479	10937.8722426471	3395.85217285156	1.68706177598851	0.241611397495425
Q5VW32	BROX	0.141089103253592	65378.83984375	82145.19140625	-0.329369911663713	0.242170562681671
Q9UBW8	COPS7A	0.141411845655157	110662.291819853	131634.93359375	-0.250389658059029	0.242646783207775
Q15257	PTPA	0.141468548352593	418573.176470588	480112.078125	-0.197894373108975	0.242666350792457
O14561	NDUFAB1	0.141698677682137	26087.7895507813	39093.4614257813	-0.583589525040509	0.242983295884509
Q15814	TBCC	0.141766321266542	35566.2961856618	44204.9404296875	-0.313729510775367	0.243021498567958
O75197	LRP5	0.141871239529752	38195.4358915441	28729.6293945313	0.410810657832567	0.243123554114166
Q2TAZ0	ATG2A	0.141936059504857	15757.5947265625	8713.73681640625	0.854518334526819	0.243156850261439
O15498	YKT6	0.142053337936954	117556.570772059	98810.89453125	0.250598557526681	0.243275543511974
P82663	MRPS25	0.142096168685639	17350.1865018957	6439.0322265625	1.42981135794987	0.243275543511974
Q9Y508	RNF114	0.142540121697152	20836.5750229779	39012.5654296875	-0.904857695015755	0.243957645984551
Q13330	MTA1	0.14264166700456	6768.31657858456	2407.90225219727	1.49042119662422	0.244053468586212
P55160	NCKAP1L	0.142702266797155	15712.1065889246	7744.45288085938	1.02045512009681	0.244079196434341
O43237	DYNC1LI2	0.142890567406682	106518.510110294	69174.6318359375	0.622768333332803	0.244323258728884
O95490	ADGRL2	0.142963141590713	3498.24825511259	1055.17736816406	1.7277805418481	0.244369352106397
Q9Y6M7	SLC4A7	0.143513973651477	1347.2124561983	457.161346435547	1.55604972914151	0.245232649713226
Q86TC9	MYPN	0.143766131779566	555436.953125	682591.671875	-0.297401763544593	0.245585193859418
Q96S52	PIGS	0.143849712952481	16866.4979319853	12298.5749511719	0.455551991601144	0.245649637324336
O00193	SMAP	0.144342227562426	8026.12014187084	1387.68054199219	2.5309879980266	0.246412145650706
P29401	TKT	0.14455466565557	351397.927849265	131694.998046875	1.41589417805863	0.246696191117199
Q13098	GPS1	0.144674438254818	203994.407628677	251402.90234375	-0.301477441533572	0.246821963608617
Q9H6V9	LDAH	0.145039109352548	12399.1873276654	3674.79223632813	1.75411843621229	0.247365332315059
P49815	TSC2	0.145177493221108	9685.71524586397	7079.64233398438	0.451978346127094	0.247522543343564
Q9H987	SYNPO2L	0.145244002903632	1285554.04595588	1668350.4375	-0.376032960110095	0.247557150351498
O60551	NMT2	0.145479358498544	52338.3212316177	33802.0083007813	0.630716005269573	0.247804748785535
Q9ULC5	ACSL5	0.145481787368024	12219.3881261489	4341.13162386417	1.4926966810105	0.247804748785535
O00115	DNASE2	0.145782403957215	20740.964441636	3099.87878632546	2.74173394304532	0.248237869675397
P16083	NQO2	0.145868781237109	86328.0250459559	164981.783203125	-0.934414590740638	0.248287931491556
Q70IA6	MOB2	0.145904500342621	45538.3805147059	34790.1635742188	0.38836205567395	0.248287931491556
